序号,IP,端口,位置,运营商,时间,sucess
1120,117.57.93.165,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.165:8089
1121,114.231.41.246,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.246:8888
1122,114.102.46.109,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.109:8089
1123,114.102.47.249,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.249:8089
1124,183.164.242.100,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.100:8089
1125,113.223.213.158,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.158:8089
1126,36.6.145.240,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.240:8089
1127,113.223.213.164,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.164:8089
1128,36.255.86.113,83,浙江省,电信,2024/01/05 16:45:02,36.255.86.113:83
1129,124.71.155.80,3128,北京市,中电华通,2024/01/05 16:45:02,124.71.155.80:3128
1130,123.182.58.247,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.247:8089
1131,117.69.233.69,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.69:8089
1132,113.223.214.102,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.214.102:8089
1133,60.174.0.49,8089,安徽省池州市,电信,2024/01/05 16:45:02,60.174.0.49:8089
1134,117.57.93.57,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.57:8089
1135,42.63.65.43,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.43:80
1136,114.232.110.38,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.38:8089
1137,42.63.65.53,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.53:80
1138,221.6.139.190,9002,江苏省常州市,联通,2024/01/05 16:45:02,221.6.139.190:9002
1139,114.102.45.100,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.45.100:8089
1140,183.164.242.247,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.247:8089
1141,159.226.227.120,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.120:80
1142,117.69.232.103,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.103:8089
1143,120.55.73.111,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.55.73.111:80
1144,116.63.130.30,8001,吉林省长春市,中移铁通,2024/01/05 16:45:02,116.63.130.30:8001
1145,36.6.144.219,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.219:8089
1146,120.26.12.52,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心(BGP),2024/01/05 16:45:02,120.26.12.52:80
1147,125.87.95.63,8089,重庆市,电信,2024/01/05 16:45:02,125.87.95.63:8089
1148,113.223.215.45,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.215.45:8089
1149,114.106.134.239,8089,安徽省池州市,电信,2024/01/05 16:45:02,114.106.134.239:8089
1150,114.231.45.121,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.121:8888
1151,114.231.8.209,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.209:8888
1152,114.104.135.119,41122,安徽省黄山市,电信,2024/01/05 16:45:02,114.104.135.119:41122
1153,36.6.145.134,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.134:8089
1154,60.28.196.215,80,天津市,联通,2024/01/05 16:45:02,60.28.196.215:80
1155,121.37.201.60,19,广东省深圳市,润迅通信集团有限公司,2024/01/05 16:45:02,121.37.201.60:19
1156,159.226.227.87,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.87:80
1157,114.232.109.151,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.151:8888
1158,120.79.16.132,8499,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.79.16.132:8499
1159,117.57.93.182,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.182:8089
1160,120.26.15.184,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心(BGP),2024/01/05 16:45:02,120.26.15.184:80
1161,61.160.202.41,80,江苏省常州市,电信,2024/01/05 16:45:02,61.160.202.41:80
1162,106.14.255.124,80,上海市,阿里云BGP数据中心,2024/01/05 16:45:02,106.14.255.124:80
1163,183.164.243.64,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.64:8089
1164,114.232.109.221,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.221:8888
1165,114.232.110.34,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.34:8888
1166,117.70.49.138,8089,安徽省铜陵市,电信,2024/01/05 16:45:02,117.70.49.138:8089
1167,113.223.212.30,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.30:8089
1168,139.224.56.162,1080,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,139.224.56.162:1080
1169,114.231.41.190,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.190:8089
1170,123.182.58.95,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.95:8089
1171,183.164.243.157,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.157:8089
1172,113.223.212.28,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.28:8089
1173,114.232.109.86,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.86:8089
1174,47.113.203.122,41890,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.113.203.122:41890
1175,114.80.179.226,80,上海市,电信,2024/01/05 16:45:02,114.80.179.226:80
1176,42.63.65.32,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.32:80
1177,36.6.144.37,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.37:8089
1178,39.108.254.31,80,广东省深圳市,阿里云,2024/01/05 16:45:02,39.108.254.31:80
1179,114.106.135.1,8089,安徽省池州市,电信,2024/01/05 16:45:02,114.106.135.1:8089
1180,121.37.203.216,3128,广东省深圳市,润迅通信集团有限公司,2024/01/05 16:45:02,121.37.203.216:3128
1181,117.57.93.163,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.163:8089
1182,117.57.93.243,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.243:8089
1183,114.231.82.120,8888,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.120:8888
1184,117.95.174.171,8089,江苏省宿迁市,电信,2024/01/05 16:45:02,117.95.174.171:8089
1185,36.6.144.160,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.160:8089
1186,36.6.144.42,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.42:8089
1187,113.223.215.204,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.215.204:8089
1188,114.231.8.183,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.183:8888
1189,114.231.41.224,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.224:8888
1190,106.14.23.61,10800,上海市,阿里云BGP数据中心,2024/01/05 16:45:02,106.14.23.61:10800
1191,140.210.196.193,8999,广东省广州市,广州恒汇网络通信有限公司,2024/01/05 16:45:02,140.210.196.193:8999
1192,111.225.153.21,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.153.21:8089
1193,117.57.92.79,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.79:8089
1194,114.231.45.37,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.37:8089
1195,221.194.147.200,80,河北省廊坊市,联通,2024/01/05 16:45:02,221.194.147.200:80
1196,114.102.45.49,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.45.49:8089
1197,60.28.196.236,80,天津市,联通,2024/01/05 16:45:02,60.28.196.236:80
1198,123.57.1.78,1081,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,123.57.1.78:1081
1199,114.232.109.124,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.124:8089
1200,223.215.176.179,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,223.215.176.179:8089
1201,114.102.46.98,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.98:8089
1202,183.164.243.74,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.74:8089
1203,118.178.232.201,80,浙江省杭州市,阿里云计算有限公司,2024/01/05 16:45:02,118.178.232.201:80
1204,39.173.101.57,80,浙江省,移动,2024/01/05 16:45:02,39.173.101.57:80
1205,183.164.243.160,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.160:8089
1206,159.226.227.85,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.85:80
1207,111.225.153.246,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.153.246:8089
1208,114.231.8.230,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.230:8089
1209,117.69.237.113,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.237.113:8089
1210,60.188.5.157,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.157:80
1211,123.182.59.34,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.59.34:8089
1212,36.6.144.77,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.77:8089
1213,183.164.242.39,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.39:8089
1214,121.194.7.30,80,北京市,CERNET数据中心VIP通道项目,2024/01/05 16:45:02,121.194.7.30:80
1215,159.226.227.102,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.102:80
1216,36.6.145.140,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.140:8089
1217,159.226.227.97,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.97:80
1218,114.102.46.32,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.32:8089
1219,123.57.1.16,30001,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,123.57.1.16:30001
1220,183.164.242.67,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.67:8089
1221,117.69.233.34,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.34:8089
1222,117.69.237.202,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.237.202:8089
1223,114.231.41.198,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.198:8089
1224,117.160.250.138,81,河南省安阳市,移动,2024/01/05 16:45:02,117.160.250.138:81
1225,114.231.82.87,8089,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.87:8089
1226,159.226.227.100,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.100:80
1227,121.234.167.51,8089,江苏省南京市,电信,2024/01/05 16:45:02,121.234.167.51:8089
1228,47.109.52.147,80,浙江省杭州市,阿里云,2024/01/05 16:45:02,47.109.52.147:80
1229,36.6.144.231,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.231:8089
1230,113.223.212.176,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.176:8089
1231,39.173.106.243,80,浙江省,移动,2024/01/05 16:45:02,39.173.106.243:80
1232,47.92.248.86,10000,河北省,阿里云,2024/01/05 16:45:02,47.92.248.86:10000
1233,112.17.16.207,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.207:80
1234,114.102.46.199,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.199:8089
1235,36.6.144.83,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.83:8089
1236,120.24.73.25,8118,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心(BGP),2024/01/05 16:45:02,120.24.73.25:8118
1237,183.164.243.56,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.56:8089
1238,61.160.202.107,80,江苏省常州市,电信,2024/01/05 16:45:02,61.160.202.107:80
1239,36.6.145.149,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.149:8089
1240,117.69.237.13,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.237.13:8089
1241,117.69.232.224,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.224:8089
1242,114.55.177.21,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,114.55.177.21:80
1243,114.231.41.56,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.56:8089
1244,117.57.92.92,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.92:8089
1245,183.164.243.101,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.101:8089
1246,112.243.88.5,9000,山东省潍坊市,联通,2024/01/05 16:45:02,112.243.88.5:9000
1247,114.231.41.16,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.16:8089
1248,36.6.145.172,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.172:8089
1249,60.188.5.140,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.140:80
1250,117.69.237.174,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.237.174:8089
1251,183.164.243.232,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.232:8089
1252,114.232.109.16,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.16:8089
1253,112.17.16.198,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.198:80
1254,123.182.58.191,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.191:8089
1255,117.57.92.20,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.20:8089
1256,47.92.248.197,10000,河北省,阿里云,2024/01/05 16:45:02,47.92.248.197:10000
1257,120.79.21.48,8085,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,120.79.21.48:8085
1258,114.102.47.95,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.95:8089
1259,114.231.42.143,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.143:8888
1260,36.6.144.54,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.54:8089
1261,114.232.110.142,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.142:8888
1262,139.196.214.238,8089,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,139.196.214.238:8089
1263,113.223.213.28,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.213.28:8089
1264,223.247.46.135,8089,安徽省池州市,电信,2024/01/05 16:45:02,223.247.46.135:8089
1265,114.106.137.44,8089,安徽省池州市,电信,2024/01/05 16:45:02,114.106.137.44:8089
1266,36.6.144.210,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.210:8089
1267,39.173.101.3,80,浙江省,移动,2024/01/05 16:45:02,39.173.101.3:80
1268,36.6.144.13,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.13:8089
1269,114.102.46.30,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.46.30:8089
1270,58.58.212.19,9002,山东省临沂市,电信,2024/01/05 16:45:02,58.58.212.19:9002
1271,116.63.128.247,9098,吉林省吉林市,中移铁通,2024/01/05 16:45:02,116.63.128.247:9098
1272,117.57.92.114,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.114:8089
1273,113.223.214.91,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.214.91:8089
1274,159.226.227.88,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.88:80
1275,123.182.59.167,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.59.167:8089
1276,120.46.207.246,7890,中国,中信网络,2024/01/05 16:45:02,120.46.207.246:7890
1277,36.6.145.113,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.113:8089
1278,180.121.135.175,8089,江苏省南通市,电信,2024/01/05 16:45:02,180.121.135.175:8089
1279,36.6.144.224,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.224:8089
1280,121.43.101.242,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.43.101.242:80
1281,183.164.242.107,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.107:8089
1282,42.63.65.107,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.107:80
1283,36.6.145.202,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.202:8089
1284,123.57.1.78,999,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,123.57.1.78:999
1285,114.231.41.81,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.81:8888
1286,114.102.47.156,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.156:8089
1287,111.224.212.241,8089,河北省石家庄市,电信,2024/01/05 16:45:02,111.224.212.241:8089
1288,113.223.214.171,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.214.171:8089
1289,39.173.106.132,80,浙江省,移动,2024/01/05 16:45:02,39.173.106.132:80
1290,114.106.171.154,8089,安徽省池州市,电信,2024/01/05 16:45:02,114.106.171.154:8089
1291,180.122.147.205,8888,江苏省泰州市,电信,2024/01/05 16:45:02,180.122.147.205:8888
1292,121.199.79.128,80,浙江省杭州市,阿里巴巴网络有限公司,2024/01/05 16:45:02,121.199.79.128:80
1293,60.28.196.220,80,天津市,联通,2024/01/05 16:45:02,60.28.196.220:80
1294,115.29.149.2,9999,山东省青岛市,阿里云BGP数据中心,2024/01/05 16:45:02,115.29.149.2:9999
1295,183.164.243.203,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.203:8089
1296,223.215.177.153,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,223.215.177.153:8089
1297,58.20.248.139,9002,湖南省郴州市,联通,2024/01/05 16:45:02,58.20.248.139:9002
1298,101.132.25.152,8123,北京市,北京宽带通电信技术有限公司,2024/01/05 16:45:02,101.132.25.152:8123
1299,117.69.236.202,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.202:8089
1300,117.57.92.149,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.149:8089
1301,139.196.151.191,6969,上海市,阿里云BGP数据中心,2024/01/05 16:45:02,139.196.151.191:6969
1302,36.6.145.160,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.160:8089
1303,117.57.92.102,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.102:8089
1304,203.74.125.18,8888,台湾省,中华电信(HiNet),2024/01/05 16:45:02,203.74.125.18:8888
1305,114.231.41.142,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.41.142:8089
1306,117.57.92.107,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.107:8089
1307,114.102.44.71,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.71:8089
1308,60.28.196.248,80,天津市,联通,2024/01/05 16:45:02,60.28.196.248:80
1309,117.71.149.159,8089,安徽省铜陵市,电信,2024/01/05 16:45:02,117.71.149.159:8089
1310,117.57.92.196,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.196:8089
1311,113.207.40.50,8080,重庆市,联通,2024/01/05 16:45:02,113.207.40.50:8080
1312,123.57.1.78,8080,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,123.57.1.78:8080
1313,117.69.233.193,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.193:8089
1314,114.103.88.185,8089,安徽省滁州市,电信,2024/01/05 16:45:02,114.103.88.185:8089
1315,114.232.110.31,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.110.31:8089
1316,114.232.109.31,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.31:8089
1317,114.231.42.177,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.177:8089
1318,113.223.214.223,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.214.223:8089
1319,114.102.47.117,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.117:8089
1320,111.225.152.167,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.152.167:8089
1321,121.40.101.87,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.40.101.87:80
1322,42.63.65.103,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.103:80
1323,113.223.214.237,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.214.237:8089
1324,59.124.71.14,80,台湾省,中华电信(HiNet)数据中心,2024/01/05 16:45:02,59.124.71.14:80
1325,124.156.100.83,8118,浙江省宁波市,中移铁通,2024/01/05 16:45:02,124.156.100.83:8118
1326,114.102.47.209,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.47.209:8089
1327,183.164.243.57,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.57:8089
1328,123.182.59.84,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.59.84:8089
1329,36.6.144.124,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.124:8089
1330,114.231.82.127,8089,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.127:8089
1331,114.231.42.89,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.89:8888
1332,111.225.153.168,8089,河北省张家口市,电信,2024/01/05 16:45:02,111.225.153.168:8089
1333,183.164.242.155,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.155:8089
1334,117.69.233.129,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.233.129:8089
1335,183.164.243.119,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.119:8089
1336,103.178.42.24,8181,湖南省,,2024/01/05 16:45:02,103.178.42.24:8181
1337,117.69.236.189,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.189:8089
1338,114.231.8.18,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.18:8089
1339,183.164.242.66,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.66:8089
1340,117.57.92.243,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.243:8089
1341,114.102.44.189,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.189:8089
1342,120.37.121.209,9091,福建省泉州市,电信,2024/01/05 16:45:02,120.37.121.209:9091
1343,223.113.101.150,8060,中国,移动,2024/01/05 16:45:02,223.113.101.150:8060
1344,36.6.145.168,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.145.168:8089
1345,113.223.212.23,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.23:8089
1346,183.164.242.111,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.111:8089
1347,117.69.237.18,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.237.18:8089
1348,114.232.109.180,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.232.109.180:8888
1349,117.57.92.46,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.92.46:8089
1350,121.40.136.241,80,浙江省杭州市,阿里巴巴网络有限公司BGP数据中心,2024/01/05 16:45:02,121.40.136.241:80
1351,101.132.25.152,999,北京市,北京宽带通电信技术有限公司,2024/01/05 16:45:02,101.132.25.152:999
1352,123.57.1.16,59394,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,123.57.1.16:59394
1353,116.62.158.240,80,辽宁省抚顺市,中移铁通,2024/01/05 16:45:02,116.62.158.240:80
1354,223.111.245.182,80,江苏省,移动,2024/01/05 16:45:02,223.111.245.182:80
1355,60.188.5.170,80,浙江省台州市黄岩区,电信,2024/01/05 16:45:02,60.188.5.170:80
1356,112.17.16.249,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.249:80
1357,114.231.45.22,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.45.22:8888
1358,36.6.144.78,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.78:8089
1359,36.6.144.183,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.183:8089
1360,223.111.245.234,80,江苏省,移动,2024/01/05 16:45:02,223.111.245.234:80
1361,114.231.82.200,8888,江苏省南通市如皋市,电信,2024/01/05 16:45:02,114.231.82.200:8888
1362,117.69.236.2,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.236.2:8089
1363,111.224.35.88,8089,河北省石家庄市,电信,2024/01/05 16:45:02,111.224.35.88:8089
1364,117.57.93.248,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.57.93.248:8089
1365,183.164.243.140,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.140:8089
1366,114.102.44.179,8089,安徽省马鞍山市,电信,2024/01/05 16:45:02,114.102.44.179:8089
1367,36.138.56.214,3129,北京市,移动,2024/01/05 16:45:02,36.138.56.214:3129
1368,183.164.243.223,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.223:8089
1369,111.224.212.41,8089,河北省石家庄市,电信,2024/01/05 16:45:02,111.224.212.41:8089
1370,221.194.146.141,80,河北省廊坊市,联通,2024/01/05 16:45:02,221.194.146.141:80
1371,60.28.196.216,80,天津市,联通,2024/01/05 16:45:02,60.28.196.216:80
1372,111.224.10.250,8089,河北省石家庄市,电信,2024/01/05 16:45:02,111.224.10.250:8089
1373,183.164.243.186,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.243.186:8089
1374,61.160.202.58,80,江苏省常州市,电信,2024/01/05 16:45:02,61.160.202.58:80
1375,114.55.74.110,80,浙江省杭州市,阿里云BGP数据中心,2024/01/05 16:45:02,114.55.74.110:80
1376,159.226.227.24,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.24:80
1377,114.231.8.41,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.41:8888
1378,114.231.105.68,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.105.68:8089
1379,36.255.85.218,32650,浙江省,电信,2024/01/05 16:45:02,36.255.85.218:32650
1380,114.231.8.26,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.26:8888
1381,114.231.42.38,8888,江苏省南通市,电信,2024/01/05 16:45:02,114.231.42.38:8888
1382,112.17.16.227,80,浙江省杭州市,移动,2024/01/05 16:45:02,112.17.16.227:80
1383,223.247.46.169,8089,安徽省池州市,电信,2024/01/05 16:45:02,223.247.46.169:8089
1384,36.6.144.98,8089,安徽省亳州市,电信,2024/01/05 16:45:02,36.6.144.98:8089
1385,42.63.65.82,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.82:80
1386,117.69.232.220,8089,安徽省淮北市,电信,2024/01/05 16:45:02,117.69.232.220:8089
1387,123.182.58.140,8089,河北省张家口市,电信,2024/01/05 16:45:02,123.182.58.140:8089
1388,183.164.242.48,8089,安徽省淮北市,电信,2024/01/05 16:45:02,183.164.242.48:8089
1389,42.63.65.9,80,宁夏,联通,2024/01/05 16:45:02,42.63.65.9:80
1390,223.111.245.183,80,江苏省,移动,2024/01/05 16:45:02,223.111.245.183:80
1391,183.165.244.241,8089,安徽省六安市,电信,2024/01/05 16:45:02,183.165.244.241:8089
1392,159.226.227.78,80,北京市,科技网,2024/01/05 16:45:02,159.226.227.78:80
1393,61.175.214.2,9091,浙江省温州市,电信,2024/01/05 16:45:02,61.175.214.2:9091
1394,103.237.78.102,4995,北京市,,2024/01/05 16:45:02,103.237.78.102:4995
1395,114.231.8.50,8089,江苏省南通市,电信,2024/01/05 16:45:02,114.231.8.50:8089
1396,101.200.235.69,8090,北京市,阿里云BGP数据中心,2024/01/05 16:45:02,101.200.235.69:8090
1397,113.223.212.47,8089,湖南省衡阳市,电信,2024/01/05 16:45:02,113.223.212.47:8089
